Word,Count
GL_ARB_shading_language_include,1
SDL_types.h,1
GL_VERSION_1_2,1
SDL_GameController,1
texture_border_clamp,1
references,1
\colorkey,\,1
GL_NV_texture_shader,1
submitted,1
system--so,1
'SDL_dummy_enum',1
additionalExtensionsCount,1
(5.1,1
\fails,\,1
\"\:\,1
SDL_main_h_,1
\south,\,1
GL_ARB_shader_stencil_export,1
complain,1
WORD,1
6:,1
resume,1
UnloadLibrary,1
collection,1
Max,1
SDL_Vulkan_GetInstanceExtensions,1
double-buffering,1
SDL_LowerBlit(),1
\limit."\\,1
(0-9A-Z),1
02,1
VkInstanceCreateInfo,1
\SDL_OpenAudio(),\,1
\(Alternatively,\,1
Non-blocking,1
\adjustment,\,1
NEON,1
mangling,1
\possible,\,1
OutputDebugString(SDL_STRINGIFY_ARG(__FUNCTION__),1
really,1
SDL_assert,1
\(1,2,3)\,1
::SDL_JOYDEVICEADDED,1
Environment,1
\do/while,\,1
Unpauses,1
SDL_config_wiz_h_,1
\unset,\,1
\0xFFFFFFFF,\,1
shell_surface,1
GL_VERSION_4_0,1
GL_ARB_texture_rg,1
documentation:,1
xi,1
post:,1
U0+Y0+V0+Y1,1
Ending,1
(event.cbutton.*),1
EGL_KHR_cl_event,1
GL_ARB_texture_multisample,1
\zeroes"\\,1
euler,1
GL_INGR_blend_func_separate,1
GL_EXT_framebuffer_multisample_blit_scaled,1
(32bit,1
succeed,1
SDL_GetPixelFormatName(),1
Eron,1
2^32,1
src:,1
SDL_MouseIsHaptic,1
GL_NV_vertex_buffer_unified_memory,1
EGL_EXT_multiview_window,1
\"\opengl"\,\,1
Wrapper,1
GL_SGIS_multisample,1
\SDL_JoystickGetGUIDString(),\,1
(all,1
\surface->pixels,\,1
multiply-with-carry,1
GL_EXT_blend_subtract,1
...RandomInit(),1
SDL_VideoInit(),1
Zeroes,1
::SDL_DOLLARRECORD,1
deleted,1
\NativeWindowType,\,1
mode),1
GL_NV_float_buffer,1
During,1
Frees,1
\clipboard,\,1
GL_EXT_vertex_array,1
It's,1
\::SDL_WINDOW_ALLOW_HIGHDPI,\,1
guts,1
include/SDL_stdinc.h:174:,1
spinlocks,1
\something,\,1
SDL_UnlockAudio(),1
draggable,1
resize,1
GL_APPLE_client_storage,1
18000,1
breakpoints,1
RW_SEEK_END,1
GL_SGIX_scalebias_hint,1
SDL_Vulkan_LoadLibrary,1
SSE4.1,1
integer),1
GL_EXT_secondary_color,1
SDL_touch.h,1
(event.window.*),1
(dstA,1
app-defined,1
Assuming,1
big,1
EGL_NV_native_query,1
fraction,1
tends,1
iconv(),1
equality,1
places,1
blocking),1
SDL_INIT_GAMECONTROLLER,1
(this,1
SDL_LOG_PRIORITY_VERBOSE,1
SDL_PROTOTYPES_ONLY,1
\enhancements),\,1
GL_SGIX_ycrcb,1
latest,1
\subsystem,\,1
GL_RGBA8_OES,1
::SDL_HAPTIC_AUTOCENTER,1
GL_OES_byte_coordinates,1
compiled;,1
27000:,1
TEST_ENABLED,1
GL_AMD_vertex_shader_viewport_index,1
::SDL_HAPTIC_SPHERICAL,1
(event.jbutton.*),1
http://msdn.microsoft.com/en-us/library/4hwaceh6.aspx,1
\SINT32_MAX,\,1
resolve,1
GL_SGIX_tag_sample_buffer,1
GL_ARB_vertex_type_2_10_10_10_rev,1
period:,1
hung,1
\SDL_BlitSurface(),\,1
*),1
\X11,\,1
GL_NV_depth_buffer_float,1
lowlevel,1
SDL_test_crc32_h_,1
SDL_QueryTexture,1
EPOC,1
\Sorry,\,1
offscreen,1
SDL_test_harness.h,1
\::SDL_HAPTIC_INFINITY,\,1
(event.syswm.*),1
mute,1
binary,1
\status,\,1
\RandomUint64BoundaryValue(10,\,1
GL_TEXTURE_WRAP_S,1
precompiled,1
manage,1
\viewport,\,1
SDL_SysWMinfo,1
GL_OES_single_precision,1
\(-1,0)\,1
sizeof(additionalExtensions[0]);,1
Inertia,1
\"\direct3d"\\,1
\frequently,\,1
GL_ARB_buffer_storage,1
\dequeued,\,1
callback_data,1
Family,1
Stereo,1
analyzer,1
SDL_stdinc.h,1
GL_NV_transform_feedback,1
\cvt->buf,\,1
Provide,1
\period,\,1
southeast,1
GL_EXT_blend_color,1
Remote,1
GL_SGIX_depth_pass_instrument,1
TEST_RESULT_NO_ASSERT,1
compatable,1
flipped,1
secs,1
_beginthreadex(),1
(desktop,1
priority:,1
messageboxdata,1
\"\OverridesSystemGestures"\,\,1
QWERTY,1
\"\xinput"\\,1
BC,1
depends,1
Drawing,1
SDL_JoystickOpen(),1
GL_EXT_x11_sync_object,1
GL_ARB_compressed_texture_pixel_storage,1
GL_EXT_texture_sRGB,1
GL_ARB_texture_env_combine,1
EGL_KHR_wait_sync,1
GL_MESA_window_pos,1
inertia,1
49,1
SDL_TLSID,1
GL_ARB_texture_buffer_object,1
evaluates,1
glEGLImageTargetTexture2DOES,1
Unpaused,1
SDL_SpinLock,1
\item->condition,\,1
Terminate,1
SDL_ASSERT_LEVEL,1
GL_SGIX_texture_scale_bias,1
\pairs,\,1
dealing,1
GL_AMD_vertex_shader_layer,1
GL_SGIS_point_line_texgen,1
GL_EXT_shadow_funcs,1
\JNIEnv*,\,1
\keys,\,1
(event.jdevice.*),1
GL_ARB_base_instance,1
EGL_EXT_device_openwf,1
(number,1
alphanumeric,1
network-enabled,1
SDL_touch_h_,1
encoder,1
\"\#window"\\,1
SDL_system.h,1
\changes,\,1
terminating,1
\profiles,\,1
84,1
\::SDL_SYSWMEVENT,\,1
macro...the,1
\whence,\,1
\"\count\,1
\requested"\\,1
Hide,1
etc.),1
Locking,1
\strings,\,1
\4),\,1
NULL-terminated,1
GL_EXT_shader_image_load_formatted,1
Increment,1
\5,\,1
-Werror=old-style-cast,1
EGL_KHR_reusable_sync,1
Determine,1
GL_EXT_index_material,1
::SDL_HAPTIC_FRICTION,1
MD5Update,1
cases),1
Primitives,1
SDL_HAPTIC_INERTIA,1
SDL_GetWindowOpacity(),1
...RandomInitTime(),1
AVAudioSessionCategoryAmbient,1
\SDL_free(),\,1
\double-click,\,1
preprocessor,1
mac,1
GL_SUN_global_alpha,1
0);,1
edition,1
accessed,1
GL_IBM_rasterpos_clip,1
ratio,1
SDL_shape.h,1
</code>,1
deltas,1
gamecontroller),1
delay;,1
\::SDL_HAPTIC_LEFTRIGHT,\,1
\::SDL_PEEKEVENT,\,1
Imagination,1
interpolation,1
multi-channel,1
states,1
SDL_CONTROLLER_BUTTON_START,1
GL_NV_packed_depth_stencil,1
\initialization,\,1
USER,1
SDL_INVALID_SHAPE_ARGUMENT,1
aid,1
SDL_atomic_h_,1
EGL_MESA_platform_gbm,1
...);,1
KMOD_MODE,1
repeats,1
onLowMemory(),1
launches,1
GL_ARB_indirect_parameters,1
Aliases,1
posted,1
\min,\,1
GL_EXT_draw_buffers,1
Yen,1
(event.user.*),1
GL_ARB_texture_cube_map_array,1
Zenkaku/Hankaku,1
2013-02-12,1
EGL_NV_coverage_sample_resolve,1
Objects,1
::SDL_FINGERMOTION,1
pref,1
GL_ARB_vertex_attrib_binding,1
\"\medium"\\,1
MFi,1
5:,1
specially;,1
2007-2009,1
(src/audio/psp/\*.c),1
\debuggers,\,1
testSuites,1
SDL_opengl_h_,1
zero),1
0:,1
\RandomSint64BoundaryValue(-10,\,1
allocates,1
Shaders,1
\then,\,1
SDL_NumJoysticks();,1
*audio_buf,1
Fails,1
GL_NV_framebuffer_multisample_coverage,1
(read-only),1
alt,1
\khrplatform.h,\,1
Rmask,1
going,1
Unix,1
BlendingFactorDest,1
uint64_t,1
GL_EXT_draw_range_elements,1
SDL_HapticClose(),1
36000:,1
Vpitch,1
feed,1
backwards-compatible,1
among,1
names;,1
choose,1
__pnacl__,1
|.-----.|,1
\longer,\,1
\::SDL_WINDOW_FULLSCREEN,\,1
nJoysticks,1
GL_SGIX_clipmap,1
GL_FRONT_AND_BACK,1
\libraries,\,1
GL_ARB_multisample,1
application-specific,1
someone,1
SDL_opengles.h,1
\emulator,\,1
instanceCreateInfo.ppEnabledExtensionNames,1
SDL_GetThreadName(),1
\category,\,1
GL_AMD_query_buffer_object,1
samples-per-,1
itself;,1
\rendering,\,1
Mesa,1
Y0+U0+Y1+V0,1
DOLLAR,1
(0x7FFF),1
displayIndex,1
SIMD),1
thread-UNsafe,1
SDL_syscond.c,1
this..,1
patchlevels,1
Platforms,1
(src/filesystem/dummy/\*.c),1
\VK_EXT_DEBUG_REPORT_EXTENSION_NAME,\,1
\symbols/types,\,1
09:51:28,1
SDL_CONTROLLER_AXIS_LEFTX,1
Between,1
(optional),1
steps,1
present,1
Erase-Eaze,1
FDDI,1
aX,1
OSes,1
charged,1
spec,1
CRITICAL,1
EGL_KHR_vg_parent_image,1
GL_NV_half_float,1
explicit,1
SDL_Vulkan_CreateSurface,1
AlphaFunction,1
Tizen,1
GL_TEXTURE_MIN_FILTER,1
\endlink,1
GL_WIN_phong_shading,1
prevents,1
links,1
SDL_LOG_CATEGORY_APPLICATION,1
Cleanup,1
SDL_CONTROLLER_BUTTON_RIGHTSHOULDER,1
details:,1
dragons,1
Resets,1
SDL_GetRelativeMouseMode(),1
linux,1
unset,1
insensitive,1
overlays,1
imposes,1
samples),1
nGameControllers++;,1
2/17/90,1
\(default),\,1
Upitch,1
Datatypes,1
texw,1
float32,1
*value),1
GL_SGIS_texture_select,1
routine,1
SDKs,1
Maybe,1
\Seriously,\,1
logging,1
begin/complete,1
_USE_MATH_DEFINES,1
\detached,\,1
newline,1
\addition,\,1
count-1,1
corrupt,1
(270,1
PSE_INSTANCE_DIDCHANGEVIEW,1
\::SDL_AUDIODEVICEADDED,\,1
GL_SGIX_fragment_lighting,1
SDL_CONTROLLER_BUTTON_A,1
SDL_CONTROLLER_BUTTON_BACK,1
GameController,1
uses),1
GL_EXT_histogram,1
SDL_HINT_GAMECONTROLLERCONFIG,1
(SDL_HapticQuery(haptic),1
\"\zombie"\)\,1
GL_RGBA16F_EXT,1
GL_ATI_blend_equation_separate,1
GL_EXT_light_texture,1
SDL_test_md5.h,1
muted,1
G,1
scanned,1
SDL_CONTROLLER_BUTTON_DPAD_RIGHT,1
MessageBox,1
GL_EXT_clip_volume_hint,1
JoystickGUID,1
committed,1
(faster),1
GL_VERSION_4_1,1
\call),\,1
GL_ARB_compute_shader,1
\SDL_LoadWAV_RW(SDL_RWFromFile("\sample.wav"\,\,1
placement,1
GL_EXT_shared_texture_palette,1
EGL_ANDROID_recordable,1
SDL_GetAssertionReport();,1
SDL_test_log.h,1
GL_APPLE_specular_vector,1
adjusted,1
\times,\,1
\item->filename,\,1
timers,1
sophisticated,1
Destroys,1
Constants,1
sorted,1
\"\userdata"\\,1
Passing,1
South,1
SDL_GetMouseState,1
Stencil,1
defined(__APPLE__),1
\not,\,1
canvas,1
GL_ARB_compatibility,1
2^31,1
\caller,\,1
\"\Software"\),\,1
\TEST_RESULT_FAILED,\,1
dimmed,1
TextureUnit,1
GL_ARB_instanced_arrays,1
SDL_GetTextureColorMod(),1
SDL_GetRenderDriverInfo(),1
SDL_SetError(),1
gate,1
SetMyThreadData(void,1
SDL_sysmutex.c,1
GL_EXT_misc_attribute,1
GL_SGIX_ycrcba,1
optional,1
Back,1
\item->linenum,\,1
CIRCUMFLEX,1
polled,1
\files,\,1
&info),1
Suites,1
scenes,1
(valid,1
\%s.\\n"\,\,1
*argv[]),1
GL_3DFX_multisample,1
*const,1
GL_NV_shader_buffer_load,1
defined(SDL_VIDEO_DRIVER_X11),1
center),1
\Update,\,1
keysym,1
http://www.mega-nerd.com/SRC/,1
GL_EXT_texture_integer,1
SDL_HapticNewEffect(,1
\Window,\,1
\::SDL_ADDEVENT,\,1
GL_NV_compute_program5,1
SDL_SCANCODE_LOCKINGNUMLOCK,1
dots/pixels-per-inch,1
https://developer.apple.com/library/content/documentation/Audio/Conceptual/AudioSessionProgrammingGuide/AudioSessionCategoriesandModes/AudioSessionCategoriesandModes.html,1
GL_NV_vertex_program4,1
\SDL_CondWait(cond,\,1
GL_LINEAR,1
lib,1
SDL_RendererInfo,1
Logic,1
values),1
\SDL_MixAudio(),\,1
forever,1
SDL_VERSION(&info.version);,1
SDL_EventFilter(void,1
Beginning,1
\"\-ei"\\,1
completeness,1
SDL_HINT_ANDROID_APK_EXPANSION_PATCH_FILE_VERSION,1
SDL_RenderSetIntegerScale(),1
33,1
HAVE_WINAPIFAMILY_H,1
lacking,1
GL_NV_evaluators,1
A:,1
Damper,1
GL_KHR_texture_compression_astc_hdr,1
::SDL_SYSWMEVENT,1
\Phone,\,1
Ported,1
_bits_,1
SDL_CONTROLLER_AXIS_RIGHTY,1
GL_OML_interlace,1
(foreground),1
uppercase,1
GL_ARB_shader_draw_parameters,1
value:,1
unplugged,1
SDL_AssertData,1
Initialization,1
\move,\,1
\sparingly,\,1
SDL_blendmode.h,1
22:35:34,1
\effect_id,\,1
GL_SGIX_ycrcb_subsample,1
src/video/uikit/SDL_uikitappdelegate.m,1
SDL_HapticUnpause(),1
\dstG,\,1
GL_INGR_color_clamp,1
unsupported),1
informational,1
GL_ATI_element_array,1
75%,1
spaces,1
Each,1
1700,1
SDL_RectEquals,1
(event.text.*),1
(via,1
GL_ATI_pn_triangles,1
GL_ARB_robustness,1
dstRGBA,1
axes),1
obscured,1
\"\"\,\,1
SDL_RenderSetClipRect(),1
\"\StaysOnTop"\,\,1
Passes,1
GL_VERSION_4_3,1
GL_ATI_vertex_attrib_array_object,1
GL_NV_gpu_program5_mem_extended,1
\needed,\,1
WebGL,1
testIterations,1
stretch,1
(ARM,1
GL_ARB_multi_draw_indirect,1
effect's,1
EGL_EXT_platform_x11,1
IMEs,1
GL_SGIX_async_histogram,1
SDL_version_h_,1
plus,1
natural,1
ES20),1
toward,1
GL_ARB_geometry_shader4,1
SDL_egl.h,1
network,1
GL_EXT_texture_array,1
Brian,1
\gr,\,1
unspecified),1
\SDL_GetBasePath(),\,1
\constant),\,1
records,1
SDL_joystick_h_,1
\|||/,1
Blend,1
(test,1
128-bit,1
SD,1
#endif,1
01,1
expert,1
pragma,1
Mean,1
arise,1
GL_ARB_explicit_uniform_location,1
similar,1
outline,1
SDL_WINDOW_LACKS_SHAPE,1
immediate,1
synthetic,1
GL_ARB_vertex_program,1
SDL_ShowMessageBox),1
Binary,1
Polls,1
complicated:,1
EGL_KHR_gl_renderbuffer_image,1
repeating,1
Transfer,1
columns,1
GL_NVX_gpu_memory_info,1
GL_SGIX_polynomial_ffd,1
min_h,1
\state,\,1
notes,1
GL_SGIX_framezoom,1
SDL_Vulkan_UnloadLibrary(),1
SDL_audio_h_,1
TextureMagFilter,1
PixelType,1
SDL_GameControllerOpen(),1
Global,1
\RandomUint64BoundaryValue(1,\,1
signals,1
compiled.patch);,1
EGL_KHR_image,1
\below,\,1
\SDL_PACKEDORDER_*,\,1
recreated,1
SDL_BlendMode,1
SSE2,1
\printf("\'%s',\,1
FRAMES,1
SDL_HAPTIC_SPHERICAL,1
\SDL_VERSION(),\,1
accepting,1
\"\OpenGL-ES"\\,1
\"\C"\\,1
increment,1
mind:,1
\page,\,1
Last,1
divided,1
\item->function,\,1
critical,1
\UTF-8,\,1
keyboard/mouse,1
2010,1
Decrement,1
Sawtoothup,1
circle,1
uploading,1
GL_ARB_matrix_palette,1
SDL_SYSWM_TYPE,1
\dstR,\,1
tint,1
GL_EXT_shader_integer_mix,1
receives,1
\printf("\But\,1
unaware,1
Bind,1
GL_ARB_framebuffer_no_attachments,1
Replace,1
(SDL_IsGameController(i)),1
SDL_video.h,1
decides,1
Finger,1
Indexes,1
\"\old-style"\\,1
Resolving,1
[---],1
SDL_GetCurrentDisplayMode(),1
Events,1
computed,1
SDL_test_crc32.h,1
GL_NV_copy_image,1
http://gcc.gnu.org/onlinedocs/gcc-4.3.4/gcc/Other-Builtins.html,1
HH,1
SDL_SCANCODE_LOCKINGSCROLLLOCK,1
SDL_rwops_h_,1
data1xdata2,1
::SDL_MIX_MAXVOLUME,1
EGL_IMG_context_priority,1
2013-2014,1
GL_SUN_mesh_array,1
wired,1
SDL_config_android.h,1
\complete,\,1
JNI,1
GL_SGIS_point_parameters,1
\RandomUint8BoundaryValue(1,\,1
SDL_BlitSurface(),1
::SDL_LASTEVENT,1
GL_SGIX_depth_texture,1
bigendian,1
SDL_GetRGB,1
Main,1
callback(s),1
Pi,1
remains,1
feeds,1
Delete,1
\controllers,\,1
SDL_GL_SetSwapInterval(),1
SDL_rect.h,1
*GetMyThreadData(void),1
input),1
(kmsdrm),1
EGL_NV_device_cuda,1
\link,\,1
GL_NV_texture_shader3,1
RGB->RGB:,1
__egl_h_,1
fools,1
redrawn,1
data2,1
(all?),1
GL_ARB_seamless_cube_map,1
2.X,1
9223372036854775807,1
GL_EXT_blend_equation_separate,1
consume,1
SDL_CONTROLLER_BUTTON_LEFTSTICK,1
GL_NV_parameter_buffer_object2,1
SDL_HAPTIC_RAMP,1
members,1
EGL_ANGLE_d3d_share_handle_client_buffer,1
\SDL_mini,\,1
\24-bit,\,1
Flag,1
GL_EXT_pixel_transform_color_table,1
keyword,1
\(2,\,1
watched,1
\artifacts,\,1
getting,1
returns!),1
SDL_thread_h_,1
vertex,1
GL_VERSION_4_4,1
GL_ONE_MINUS_SRC_ALPHA,1
Evaluates,1
Thumbstick,1
DISPLAY_LIST,1
\dstB,\,1
(a*2^31)-1,1
\hints,\,1
GL_ARB_separate_shader_objects,1
\small,\,1
GL_RGB16F_EXT,1
Internet,1
understands,1
SDL_SCANCODE_BACKSLASH,1
GL_ARB_clear_buffer_object,1
pair,1
\called,\,1
\"\LandscapeRight"\,\,1
SetWindowInputFocus(),1
sake,1
generation,1
_strlwr_s,1
GL_EXT_transform_feedback,1
SDL_HapticOpened,1
GL_ARB_shader_subroutine,1
\additions,\,1
8.1,1
EGL_VERSION_1_5,1
displays,1
\"\0"\,\,1
accomplish,1
\queued,\,1
\"\Portrait"\\,1
GL_ATI_vertex_streams,1
dstrect.h/2),1
allocator,1
\Software,\,1
\RandomUint16BoundaryValue(1,\,1
SDL_ThreadID(),1
GL_NV_fragment_program4,1
commonly,1
__IPHONEOS__,1
tile_id,1
https://raw.github.com/gabomdq/SDL_GameControllerDB/master/gamecontrollerdb.txt,1
dim,1
SDL_GetClosestDisplayMode(),1
Everything,1
clamped,1
sizeof(additionalExtensions),1
effect.periodic.magnitude,1
_ltoa_s,1
sscanf_s,1
::SDL_HAPTIC_DAMPER:,1
...Random(),1
\passed,\,1
EGL_KHR_fence_sync,1
Minimum,1
\other,\,1
Circumstances,1
testing_),1
2014),1
Which,1
referenceSurface,1
GL_S3_s3tc,1
bursts,1
Mark,1
EGL_EXT_output_base,1
Transformation,1
bitmasks,1
\RandomSint8BoundaryValue(-100,\,1
(attack,1
\(16-bit,\,1
\(which,\,1
GL_HP_image_transform,1
GL_AMD_shader_atomic_counter_ops,1
\SDL_minf,\,1
::SDL_JOYBALLMOTION,1
do),1
userRunSeed,1
G-force,1
Message-digest,1
Complete,1
(event.wheel.*),1
Smaller,1
\exit,\,1
SDL_SetTextInputRect(),1
06,1
any),1
HintTarget,1
**names,1
\::SDL_IGNORE,\,1
2),1
GL_SGIX_ir_instrument1,1
GL_ARB_vertex_array_object,1
1-bit,1
Includes,1
SDL_CondSignal(cond);,1
Miscellaneous,1
SDL_assert_h_,1
GL_SUNX_constant_data,1
\&effect,\,1
treats,1
GL_EXT_framebuffer_sRGB,1
GL_OML_resample,1
os/2,1
East,1
\used,\,1
malloc(sizeof(const,1
Lines,1
\instead,\,1
SDL_HAPTIC_CONSTANT),1
\boolean,\,1
18000:,1
Example,1
GL_ARB_shader_texture_lod,1
\rate,\,1
contextual,1
item->next;,1
\suffice,\,1
GL_VERSION_1_4,1
GL_AMD_multi_draw_indirect,1
friction,1
West,1
moving,1
GL_SGIS_texture_edge_clamp,1
SDL_GetDesktopDisplayMode(),1
dst_channels,1
Alpha,1
plattform,1
Userdata,1
SDL_test_h_arness_h,1
SDL_GetTextureAlphaMod(),1
Short,1
EGL_ANGLE_window_fixed_size,1
\"\BypassWindowManager"\\,1
GL_PGI_vertex_hints,1
turning,1
keyboards),1
\link,1
applicationDidReceiveMemoryWarning(),1
\"\http://www.example.com"\\,1
GL_ARB_vertex_array_bgra,1
touched,1
SDL_CreateColorCursor(),1
GL_NV_vdpau_interop,1
__gl2ext_h_,1
\SDLK_0...SDLK_9,\,1
GL_ARB_arrays_of_arrays,1
-Wold-style-cast,1
SDL_gesture.h,1
GL_EXT_subtexture,1
Vplane,1
ran,1
SDL_FreePalette(),1
(tentative),1
wrapped,1
\screen,\,1
trick,1
\synchronization,\,1
EGL_KHR_partial_update,1
Middle,1
SDL_CONTROLLER_BUTTON_X,1
\"\safe"\\,1
stretched,1
directions:,1
GL_ARB_texture_buffer_object_rgb32,1
free()'d,1
V/U,1
EGL_KHR_gl_texture_3D_image,1
ineffective,1
\implementation,\,1
EGL_KHR_config_attribs,1
GL_EXT_packed_pixels,1
(event.key.*),1
\quantities,\,1
\0xFFFFFFFFFFFFFFFF,\,1
EGL_KHR_image_base,1
\n_cols,\,1
88,1
\SDL_AddEventWatch(),\,1
SDL_syswm_h_,1
x64,1
affects,1
SDL_GetShapedWindowMode,1
wrong,1
EGL_EXT_platform_wayland,1
GL_DEPTH_COMPONENT32_OES,1
it'll,1
root,1
\II,\,1
_ultoa_s,1
Stenciling,1
elapsed,1
::SDL_JOYAXISMOTION,1
\SDL_UnlockSurface(),\,1
GL_SGIX_reference_plane,1
SDL_GetRenderDrawBlendMode(),1
SDL_Window:,1
roaming,1
expecting,1
increments,1
(Fill,1
SDL_AtomicIncRef(),1
Created:,1
SDL_RLEACCEL,1
SDL_rwops.h,1
problems:,1
min_w,1
SDL_GetKeyboardState(NULL);,1
GL_EXT_color_subtable,1
GL_AMD_stencil_operation_extended,1
D3D9,1
\(8-bit,\,1
fast),1
GL_ARB_texture_storage,1
(samples*1000)/freq,1
bitmask,1
XBox,1
preferably,1
GL_SGIX_subsample,1
\argument,\,1
Bitmap,1
\initialize,\,1
count),1
ticks,1
accuracy,1
Linux,1
scratch,1
\Linux,\,1
GL_AMD_depth_clamp_separate,1
direction.dir[1],1
literal,1
\dir"\\,1
specification,1
available),1
presented,1
suitable,1
\SDL_JOYSTICK_AXIS_MAX,\,1
TARGET_OS_IPHONE,1
gl.h),1
right-click,1
LONG,1
_STATIC_MESA,1
GL_ARB_shading_language_420pack,1
(SDL_GameControllerButton),1
SDL_SetWindowBordered(),1
\red,\,1
AVX2,1
Profile:,1
GL_SGIS_texture_border_clamp,1
consist,1
catches,1
SDL_GetNumAudioDevices(),1
as-is,1
0-1,1
SDL_LockAudio()/SDL_UnlockAudio(),1
axis],1
Detects,1
\(total,\,1
in-place,1
\SDL_AudioSpec,\,1
\specific,\,1
matters,1
Associate,1
QtWayland-based,1
GL_SGIX_texture_multi_buffer,1
covers,1
CoreWindow,1
shipped,1
accordingly,1
extending,1
tls_lock;,1
desired->freq,1
GL_EXT_stencil_two_side,1
::SDL_TEXTEDITING,1
\hand,\,1
renderers,1
\delivered,\,1
::SDL_HAPTIC_TRIANGLE,1
GL_NV_depth_clamp,1
HAVE_IMMINTRIN_H,1
SDL_LOG_PRIORITY_DEBUG,1
GL_SGIS_texture_color_mask,1
GL_ARB_texture_gather,1
\ARM,\,1
collisions,1
Small,1
GL_ARB_texture_storage_multisample,1
recall,1
GL_SGIX_interlace,1
GL_AMD_occlusion_query_event,1
\silence,\,1
GL_EXT_rescale_normal,1
checks,1
MoltenVK.framework/MoltenVK,1
GL_NV_texture_multisample,1
flipping,1
Activity,1
repeat,1
GL_AMD_pinned_memory,1
\"\#document"\\,1
SDL_clipboard.h,1
ctrl,1
::SDL_MOUSEBUTTONUP,1
id<MTLRenderCommandEncoder>,1
Detaching,1
GL_ARB_query_buffer_object,1
EGL_ANDROID_blob_cache,1
GL_GREMEDY_frame_terminator,1
sorry,1
VkResult,1
\2.1,\,1
untranslated,1
exerted,1
GL_EXT_vertex_weighting,1
allowable_error,1
\etc,\,1
destructor,1
(90,1
decided,1
\continues,\,1
CreateWindow,1
capturable,1
GL_APPLE_element_array,1
SDL_ISPIXELFORMAT_ALPHA,1
Uplane,1
\stored,\,1
GL_SGIX_fog_offset,1
effect.periodic.period,1
\operation,\,1
composed,1
GL_NV_deep_texture3D,1
~49,1
Determines,1
SDL_render_h_,1
IDirect3D9::CreateDevice,1
GL_EXT_provoking_vertex,1
GL_NV_blend_equation_advanced_coherent,1
EGL_EXT_swap_buffers_with_damage,1
cvt->len*cvt->len_mult,1
(SDL_GL_LoadLibrary,1
\assignment,\,1
GL_NV_geometry_program4,1
!__IPHONEOS__,1
SDL_LoadWAV_RW(),1
\Security,\,1
declared,1
\SDL_KEYUP),\,1
!NO_SDL_VULKAN_TYPEDEFS,1
tags,1
GL_ARB_half_float_pixel,1
platform),1
\...\n"\,\,1
declare,1
footnotes,1
Parent,1
engines,1
invocation,1
(SDL_KEYDOWN,1
paranoid,1
Anderson,1
intrinsic,1
deliver,1
GL_NV_primitive_restart,1
SDL_config_macosx_h_,1
SDL_GetRendererInfo(),1
COMPUTER,1
Window-shape,1
Read-mostly,1
want:,1
SDLCALL,1
buffering,1
20555,1
\::SDL_HAPTIC_CARTESIAN,\,1
SDL_HapticNewEffect(),1
Yplane,1
TextureMinFilter,1
GL_EXT_draw_instanced,1
</table>,1
area's,1
Sine,1
HAVE_SYSCONF,1
\Alternately,\,1
says,1
gaps,1
SDL_SetRelativeMouseMode(),1
EGL_KHR_lock_surface2,1
(=number,1
GL_NV_vertex_attrib_integer_64bit,1
Algorithm,1
\glut.h,\,1
case-sensitive,1
along,1
queue;,1
SDL_CreateSoftwareRenderer(),1
arrived,1
\hidden,\,1
translated,1
non-APPLE,1
displaying,1
GL_ARB_sparse_texture,1
GL_ARB_shader_precision,1
GL_ARB_provoking_vertex,1
GL_ATI_draw_buffers,1
\1-srcG,\,1
\Handled,\,1
memset(),1
SDL_CONTROLLER_BUTTON_LEFTSHOULDER,1
2012,1
20000/32767,1
y1,1
\mono,\,1
http://stackoverflow.com/questions/149932/naming-conventions-for-threads,1
Right,1
Flip,1
SDL_AtomicUnlock(),1
EGL_EXT_output_openwf,1
text/plain,1
recover,1
min(),1
attack_length;,1
built-in,1
SDL_test_fuzzer_h_,1
EGL_NV_coverage_sample,1
Listening,1
SDLK_UNKNOWN,1
Either,1
multi-byte),1
\unsupported,\,1
((SDL_HapticQuery(haptic),1
GL_ARB_texture_cube_map,1
tiles,1
EGL_KHR_lock_surface,1
\2.0.4,\,1
distinct,1
symbols,1
SDL_GetScancodeName(),1
SDL_cpuinfo_h_,1
\numbers,\,1
while(0),1
discovery,1
\reasons,\,1
GL_ARB_enhanced_layouts,1
GL_SGIX_igloo_interface,1
machines,1
SDL_CreateRGBSurface(),1
RAM,1
(buf),1
unignored,1
GL_EXT_cull_vertex,1
fuzzing,1
\"\rb"\),\,1
\thing,\,1
Leading,1
EGL_KHR_surfaceless_context,1
VidMode,1
\%d.%d.%d.\n"\,\,1
::SDL_JOYBUTTONUP,1
remove),1
1.X,1
placed,1
GL_RGB8_OES,1
thing,1
SDL_test_log_h_,1
performing,1
\SDL_BlitScaled(),\,1
surface->format,1
\"\if"\\,1
SDL_RegisterEvents(),1
Apparently,1
10.11+,1
4294967295,1
extensionCount,1
_________________,1
8-byte,1
65535,1
GL_EXT_index_func,1
\"\none"\\,1
\semaphore,\,1
unallocated,1
motors,1
toolset,1
normalized,1
GL_HP_texture_lighting,1
fix,1
Converts,1
GL_VERSION_3_0,1
SDL_AndroidGetActivity,1
newer,1
opengl32,1
SDL_HAPTIC_SINE;,1
AUTODIN,1
20000;,1
decreases,1
SDL_HapticOpen(,1
\unavailable,\,1
